prompt,target,n_prompt,window_start,window_end,kl_target,top1_target,kl_handoff,top1_handoff
01_python_bug,ud-iq1_m,292,0,64,0.075227,90.6,0.041256,93.8
01_python_bug,ud-iq1_m,292,64,128,0.042511,98.4,0.020448,98.4
01_python_bug,ud-iq1_m,292,128,192,0.149772,93.8,0.189860,93.8
01_python_bug,ud-iq1_m,292,192,256,0.105040,93.8,0.076867,95.3
01_python_bug,ud-iq1_m,292,256,320,0.065506,98.4,0.054378,96.9
01_python_bug,ud-iq1_m,292,320,384,0.108698,95.3,0.096356,95.3
01_python_bug,ud-iq1_m,292,384,448,0.022901,98.4,0.016388,98.4
01_python_bug,ud-iq1_m,292,448,512,0.024158,100.0,0.033127,100.0
02_rust_explain,ud-iq1_m,506,0,64,0.126110,95.3,0.151440,93.8
02_rust_explain,ud-iq1_m,506,64,128,0.110458,96.9,0.160365,95.3
02_rust_explain,ud-iq1_m,506,128,192,0.121246,96.9,0.130831,96.9
02_rust_explain,ud-iq1_m,506,192,256,0.159531,95.3,0.151132,95.3
02_rust_explain,ud-iq1_m,506,256,320,0.025352,98.4,0.016788,98.4
02_rust_explain,ud-iq1_m,506,320,384,0.170940,92.2,0.114512,96.9
02_rust_explain,ud-iq1_m,506,384,448,0.075860,96.9,0.058709,98.4
02_rust_explain,ud-iq1_m,506,448,512,0.033044,96.9,0.098730,96.9
03_go_bug,ud-iq1_m,329,0,64,0.157273,92.2,0.150567,90.6
03_go_bug,ud-iq1_m,329,64,128,0.152973,90.6,0.078101,93.8
03_go_bug,ud-iq1_m,329,128,192,0.063805,96.9,0.073650,93.8
03_go_bug,ud-iq1_m,329,192,256,0.207863,93.8,0.057632,98.4
03_go_bug,ud-iq1_m,329,256,320,0.154668,95.3,0.056769,98.4
03_go_bug,ud-iq1_m,329,320,384,0.202062,96.9,0.157853,93.8
03_go_bug,ud-iq1_m,329,384,448,0.133921,90.6,0.077449,93.8
03_go_bug,ud-iq1_m,329,448,512,0.182940,96.9,0.105415,98.4
04_cpp_explain,ud-iq1_m,751,0,64,0.059481,98.4,0.057164,96.9
04_cpp_explain,ud-iq1_m,751,64,128,0.229855,87.5,0.201728,90.6
04_cpp_explain,ud-iq1_m,751,128,192,0.191659,92.2,0.174026,92.2
04_cpp_explain,ud-iq1_m,751,192,256,0.164766,90.6,0.112692,95.3
04_cpp_explain,ud-iq1_m,751,256,320,0.022279,98.4,0.017326,96.9
04_cpp_explain,ud-iq1_m,751,320,384,0.208789,96.9,0.168157,96.9
04_cpp_explain,ud-iq1_m,751,384,448,0.300339,92.2,0.224141,93.8
04_cpp_explain,ud-iq1_m,751,448,512,0.089495,96.9,0.037293,96.9
05_js_bug,ud-iq1_m,498,0,64,0.104483,90.6,0.090663,92.2
05_js_bug,ud-iq1_m,498,64,128,0.400291,85.9,0.221975,90.6
05_js_bug,ud-iq1_m,498,128,192,0.072404,98.4,0.062850,98.4
05_js_bug,ud-iq1_m,498,192,256,0.187438,92.2,0.133762,96.9
05_js_bug,ud-iq1_m,498,256,320,0.180982,87.5,0.150677,89.1
05_js_bug,ud-iq1_m,498,320,384,0.310569,89.1,0.269636,90.6
05_js_bug,ud-iq1_m,498,384,448,0.106347,98.4,0.081736,96.9
05_js_bug,ud-iq1_m,498,448,512,0.613151,87.5,0.510855,92.2
06_python_explain,ud-iq1_m,506,0,64,0.214271,95.3,0.179355,93.8
06_python_explain,ud-iq1_m,506,64,128,0.273325,89.1,0.141441,93.8
06_python_explain,ud-iq1_m,506,128,192,0.051150,98.4,0.035518,98.4
06_python_explain,ud-iq1_m,506,192,256,0.017371,100.0,0.019132,98.4
06_python_explain,ud-iq1_m,506,256,320,0.115844,92.2,0.141189,90.6
06_python_explain,ud-iq1_m,506,320,384,0.161027,93.8,0.193754,93.8
06_python_explain,ud-iq1_m,506,384,448,0.153192,96.9,0.210747,95.3
