prompt,path,temp,kl
1,knowledge/01.txt,0.5100,0.008103
1,knowledge/01.txt,0.5200,0.007140
1,knowledge/01.txt,0.5300,0.006304
1,knowledge/01.txt,0.5400,0.005588
1,knowledge/01.txt,0.5500,0.004988
1,knowledge/01.txt,0.5600,0.004497
1,knowledge/01.txt,0.5700,0.004111
1,knowledge/01.txt,0.5800,0.003824
1,knowledge/01.txt,0.5900,0.003633
1,knowledge/01.txt,0.6000,0.003533
1,knowledge/01.txt,0.6100,0.003520
1,knowledge/01.txt,0.6200,0.003591
1,knowledge/01.txt,0.6300,0.003743
1,knowledge/01.txt,0.6400,0.003973
1,knowledge/01.txt,0.6500,0.004276
1,knowledge/01.txt,0.6600,0.004652
1,knowledge/01.txt,0.6700,0.005097
1,knowledge/01.txt,0.6800,0.005610
1,knowledge/01.txt,0.6900,0.006187
1,knowledge/01.txt,0.7000,0.006827
1,knowledge/01.txt,0.7100,0.007528
1,knowledge/01.txt,0.7200,0.008288
1,knowledge/01.txt,0.7300,0.009106
1,knowledge/01.txt,0.7400,0.009980
1,knowledge/01.txt,0.7500,0.010908
1,knowledge/01.txt,0.7600,0.011889
1,knowledge/01.txt,0.7700,0.012922
1,knowledge/01.txt,0.7800,0.014006
1,knowledge/01.txt,0.7900,0.015140
1,knowledge/01.txt,0.8000,0.016323
1,knowledge/01.txt,0.8100,0.017553
1,knowledge/01.txt,0.8200,0.018830
1,knowledge/01.txt,0.8300,0.020154
1,knowledge/01.txt,0.8400,0.021523
1,knowledge/01.txt,0.8500,0.022937
1,knowledge/01.txt,0.8600,0.024396
1,knowledge/01.txt,0.8700,0.025898
1,knowledge/01.txt,0.8800,0.027443
1,knowledge/01.txt,0.8900,0.029032
1,knowledge/01.txt,0.9000,0.030664
2,knowledge/02.txt,0.5100,0.008994
2,knowledge/02.txt,0.5200,0.007910
2,knowledge/02.txt,0.5300,0.006964
2,knowledge/02.txt,0.5400,0.006150
2,knowledge/02.txt,0.5500,0.005460
2,knowledge/02.txt,0.5600,0.004888
2,knowledge/02.txt,0.5700,0.004429
2,knowledge/02.txt,0.5800,0.004077
2,knowledge/02.txt,0.5900,0.003827
2,knowledge/02.txt,0.6000,0.003674
2,knowledge/02.txt,0.6100,0.003615
2,knowledge/02.txt,0.6200,0.003646
2,knowledge/02.txt,0.6300,0.003762
2,knowledge/02.txt,0.6400,0.003960
2,knowledge/02.txt,0.6500,0.004236
2,knowledge/02.txt,0.6600,0.004589
2,knowledge/02.txt,0.6700,0.005014
2,knowledge/02.txt,0.6800,0.005510
2,knowledge/02.txt,0.6900,0.006073
2,knowledge/02.txt,0.7000,0.006702
2,knowledge/02.txt,0.7100,0.007394
2,knowledge/02.txt,0.7200,0.008147
2,knowledge/02.txt,0.7300,0.008959
2,knowledge/02.txt,0.7400,0.009829
2,knowledge/02.txt,0.7500,0.010754
2,knowledge/02.txt,0.7600,0.011734
2,knowledge/02.txt,0.7700,0.012767
2,knowledge/02.txt,0.7800,0.013851
2,knowledge/02.txt,0.7900,0.014985
2,knowledge/02.txt,0.8000,0.016168
2,knowledge/02.txt,0.8100,0.017399
2,knowledge/02.txt,0.8200,0.018677
2,knowledge/02.txt,0.8300,0.020001
2,knowledge/02.txt,0.8400,0.021370
2,knowledge/02.txt,0.8500,0.022783
2,knowledge/02.txt,0.8600,0.024241
2,knowledge/02.txt,0.8700,0.025741
2,knowledge/02.txt,0.8800,0.027283
2,knowledge/02.txt,0.8900,0.028868
2,knowledge/02.txt,0.9000,0.030494
3,knowledge/03.txt,0.5100,0.008338
3,knowledge/03.txt,0.5200,0.007418
3,knowledge/03.txt,0.5300,0.006618
3,knowledge/03.txt,0.5400,0.005932
3,knowledge/03.txt,0.5500,0.005354
3,knowledge/03.txt,0.5600,0.004879
3,knowledge/03.txt,0.5700,0.004502
3,knowledge/03.txt,0.5800,0.004219
3,knowledge/03.txt,0.5900,0.004024
3,knowledge/03.txt,0.6000,0.003914
3,knowledge/03.txt,0.6100,0.003886
