prompt,path,temp,kl
1,knowledge/01.txt,0.5100,0.006238
1,knowledge/01.txt,0.5200,0.005315
1,knowledge/01.txt,0.5300,0.004518
1,knowledge/01.txt,0.5400,0.003842
1,knowledge/01.txt,0.5500,0.003281
1,knowledge/01.txt,0.5600,0.002829
1,knowledge/01.txt,0.5700,0.002481
1,knowledge/01.txt,0.5800,0.002232
1,knowledge/01.txt,0.5900,0.002079
1,knowledge/01.txt,0.6000,0.002016
1,knowledge/01.txt,0.6100,0.002041
1,knowledge/01.txt,0.6200,0.002150
1,knowledge/01.txt,0.6300,0.002338
1,knowledge/01.txt,0.6400,0.002604
1,knowledge/01.txt,0.6500,0.002944
1,knowledge/01.txt,0.6600,0.003356
1,knowledge/01.txt,0.6700,0.003837
1,knowledge/01.txt,0.6800,0.004385
1,knowledge/01.txt,0.6900,0.004997
1,knowledge/01.txt,0.7000,0.005672
1,knowledge/01.txt,0.7100,0.006408
1,knowledge/01.txt,0.7200,0.007202
1,knowledge/01.txt,0.7300,0.008054
1,knowledge/01.txt,0.7400,0.008961
1,knowledge/01.txt,0.7500,0.009923
1,knowledge/01.txt,0.7600,0.010937
1,knowledge/01.txt,0.7700,0.012003
1,knowledge/01.txt,0.7800,0.013120
1,knowledge/01.txt,0.7900,0.014285
1,knowledge/01.txt,0.8000,0.015500
1,knowledge/01.txt,0.8100,0.016762
1,knowledge/01.txt,0.8200,0.018070
1,knowledge/01.txt,0.8300,0.019424
1,knowledge/01.txt,0.8400,0.020824
1,knowledge/01.txt,0.8500,0.022268
1,knowledge/01.txt,0.8600,0.023757
1,knowledge/01.txt,0.8700,0.025288
1,knowledge/01.txt,0.8800,0.026863
1,knowledge/01.txt,0.8900,0.028481
1,knowledge/01.txt,0.9000,0.030141
2,knowledge/02.txt,0.5100,0.006219
2,knowledge/02.txt,0.5200,0.005202
2,knowledge/02.txt,0.5300,0.004320
2,knowledge/02.txt,0.5400,0.003567
2,knowledge/02.txt,0.5500,0.002936
2,knowledge/02.txt,0.5600,0.002420
2,knowledge/02.txt,0.5700,0.002015
2,knowledge/02.txt,0.5800,0.001715
2,knowledge/02.txt,0.5900,0.001515
2,knowledge/02.txt,0.6000,0.001411
2,knowledge/02.txt,0.6100,0.001399
2,knowledge/02.txt,0.6200,0.001474
2,knowledge/02.txt,0.6300,0.001633
2,knowledge/02.txt,0.6400,0.001873
2,knowledge/02.txt,0.6500,0.002190
2,knowledge/02.txt,0.6600,0.002581
2,knowledge/02.txt,0.6700,0.003045
2,knowledge/02.txt,0.6800,0.003577
2,knowledge/02.txt,0.6900,0.004175
2,knowledge/02.txt,0.7000,0.004838
2,knowledge/02.txt,0.7100,0.005563
2,knowledge/02.txt,0.7200,0.006348
2,knowledge/02.txt,0.7300,0.007191
2,knowledge/02.txt,0.7400,0.008091
2,knowledge/02.txt,0.7500,0.009046
2,knowledge/02.txt,0.7600,0.010054
2,knowledge/02.txt,0.7700,0.011114
2,knowledge/02.txt,0.7800,0.012225
2,knowledge/02.txt,0.7900,0.013385
2,knowledge/02.txt,0.8000,0.014594
2,knowledge/02.txt,0.8100,0.015849
