prompt,path,temp,kl
1,knowledge/01.txt,0.5100,0.013008
1,knowledge/01.txt,0.5200,0.011938
1,knowledge/01.txt,0.5300,0.011001
1,knowledge/01.txt,0.5400,0.010190
1,knowledge/01.txt,0.5500,0.009498
1,knowledge/01.txt,0.5600,0.008920
1,knowledge/01.txt,0.5700,0.008449
1,knowledge/01.txt,0.5800,0.008082
1,knowledge/01.txt,0.5900,0.007814
1,knowledge/01.txt,0.6000,0.007640
1,knowledge/01.txt,0.6100,0.007556
1,knowledge/01.txt,0.6200,0.007558
1,knowledge/01.txt,0.6300,0.007643
1,knowledge/01.txt,0.6400,0.007809
1,knowledge/01.txt,0.6500,0.008050
1,knowledge/01.txt,0.6600,0.008366
1,knowledge/01.txt,0.6700,0.008752
1,knowledge/01.txt,0.6800,0.009208
1,knowledge/01.txt,0.6900,0.009729
1,knowledge/01.txt,0.7000,0.010315
1,knowledge/01.txt,0.7100,0.010963
1,knowledge/01.txt,0.7200,0.011672
1,knowledge/01.txt,0.7300,0.012439
1,knowledge/01.txt,0.7400,0.013263
1,knowledge/01.txt,0.7500,0.014143
1,knowledge/01.txt,0.7600,0.015076
1,knowledge/01.txt,0.7700,0.016062
1,knowledge/01.txt,0.7800,0.017100
1,knowledge/01.txt,0.7900,0.018188
1,knowledge/01.txt,0.8000,0.019325
1,knowledge/01.txt,0.8100,0.020511
1,knowledge/01.txt,0.8200,0.021744
1,knowledge/01.txt,0.8300,0.023024
1,knowledge/01.txt,0.8400,0.024350
1,knowledge/01.txt,0.8500,0.025721
1,knowledge/01.txt,0.8600,0.027137
1,knowledge/01.txt,0.8700,0.028597
1,knowledge/01.txt,0.8800,0.030101
1,knowledge/01.txt,0.8900,0.031648
1,knowledge/01.txt,0.9000,0.033238
2,knowledge/02.txt,0.5100,0.013266
2,knowledge/02.txt,0.5200,0.012176
2,knowledge/02.txt,0.5300,0.011222
2,knowledge/02.txt,0.5400,0.010398
2,knowledge/02.txt,0.5500,0.009697
2,knowledge/02.txt,0.5600,0.009112
2,knowledge/02.txt,0.5700,0.008639
2,knowledge/02.txt,0.5800,0.008271
2,knowledge/02.txt,0.5900,0.008005
2,knowledge/02.txt,0.6000,0.007836
2,knowledge/02.txt,0.6100,0.007759
2,knowledge/02.txt,0.6200,0.007770
2,knowledge/02.txt,0.6300,0.007866
2,knowledge/02.txt,0.6400,0.008044
2,knowledge/02.txt,0.6500,0.008299
2,knowledge/02.txt,0.6600,0.008630
2,knowledge/02.txt,0.6700,0.009033
2,knowledge/02.txt,0.6800,0.009506
2,knowledge/02.txt,0.6900,0.010047
